s_id	sentence	target_tags	opinion_words_tags
296	They did not have mayonnaise , forgot our toast , left out ingredients ( ie cheese in an omelet ) , below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it .	They\O did\O not\O have\O mayonnaise\O ,\O forgot\O our\O toast\O ,\O left\O out\O ingredients\B (\O ie\O cheese\O in\O an\O omelet\O )\O ,\O below\O hot\O temperatures\O and\O the\O bacon\O was\O so\O over\O cooked\O it\O crumbled\O on\O the\O plate\O when\O you\O touched\O it\O .\O	They\O did\O not\O have\O mayonnaise\O ,\O forgot\O our\O toast\O ,\O left\B out\I ingredients\O (\O ie\O cheese\O in\O an\O omelet\O )\O ,\O below\O hot\O temperatures\O and\O the\O bacon\O was\O so\O over\O cooked\O it\O crumbled\O on\O the\O plate\O when\O you\O touched\O it\O .\O
296	They did not have mayonnaise , forgot our toast , left out ingredients ( ie cheese in an omelet ) , below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it .	They\O did\O not\O have\O mayonnaise\O ,\O forgot\O our\O toast\O ,\O left\O out\O ingredients\O (\O ie\O cheese\O in\O an\O omelet\O )\O ,\O below\O hot\O temperatures\O and\O the\O bacon\O was\O so\O over\O cooked\O it\O crumbled\O on\O the\O plate\B when\O you\O touched\O it\O .\O	They\O did\O not\O have\O mayonnaise\O ,\O forgot\O our\O toast\O ,\O left\O out\O ingredients\O (\O ie\O cheese\O in\O an\O omelet\O )\O ,\O below\O hot\O temperatures\O and\O the\O bacon\O was\O so\O over\B cooked\I it\O crumbled\O on\O the\O plate\O when\O you\O touched\O it\O .\O
296	They did not have mayonnaise , forgot our toast , left out ingredients ( ie cheese in an omelet ) , below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it .	They\O did\O not\O have\O mayonnaise\O ,\O forgot\O our\O toast\O ,\O left\O out\O ingredients\O (\O ie\O cheese\O in\O an\O omelet\B )\O ,\O below\O hot\O temperatures\O and\O the\O bacon\O was\O so\O over\O cooked\O it\O crumbled\O on\O the\O plate\O when\O you\O touched\O it\O .\O	They\O did\O not\O have\O mayonnaise\O ,\O forgot\O our\O toast\O ,\O left\B out\I ingredients\O (\O ie\O cheese\O in\O an\O omelet\O )\O ,\O below\O hot\O temperatures\O and\O the\O bacon\O was\O so\O over\O cooked\O it\O crumbled\O on\O the\O plate\O when\O you\O touched\O it\O .\O
2200	The design and atmosphere is just as good .	The\O design\B and\O atmosphere\O is\O just\O as\O good\O .\O	The\O design\O and\O atmosphere\O is\O just\O as\O good\B .\O
2200	The design and atmosphere is just as good .	The\O design\O and\O atmosphere\B is\O just\O as\O good\O .\O	The\O design\O and\O atmosphere\O is\O just\O as\O good\B .\O
3359	The pizza is the best if you like thin crusted pizza .	The\O pizza\B is\O the\O best\O if\O you\O like\O thin\O crusted\O pizza\O .\O	The\O pizza\O is\O the\O best\B if\O you\O like\O thin\O crusted\O pizza\O .\O
1407	The seats are uncomfortable if you are sitting against the wall on wooden benches .	The\O seats\B are\O uncomfortable\O if\O you\O are\O sitting\O against\O the\O wall\O on\O wooden\O benches\O .\O	The\O seats\O are\O uncomfortable\B if\O you\O are\O sitting\O against\O the\O wall\O on\O wooden\O benches\O .\O
2227	My suggestion is to eat family style because you 'll want to try the other dishes .	My\O suggestion\O is\O to\O eat\B family\I style\I because\O you\O 'll\O want\O to\O try\O the\O other\O dishes\O .\O	My\O suggestion\B is\O to\O eat\O family\O style\O because\O you\O 'll\O want\O to\O try\O the\O other\O dishes\O .\O
3367	Best of all is the warm vibe , the owner is super friendly and service is fast .	Best\O of\O all\O is\O the\O warm\O vibe\B ,\O the\O owner\O is\O super\O friendly\O and\O service\O is\O fast\O .\O	Best\O of\O all\O is\O the\O warm\B vibe\O ,\O the\O owner\O is\O super\O friendly\O and\O service\O is\O fast\O .\O
3367	Best of all is the warm vibe , the owner is super friendly and service is fast .	Best\O of\O all\O is\O the\O warm\O vibe\O ,\O the\O owner\B is\O super\O friendly\O and\O service\O is\O fast\O .\O	Best\O of\O all\O is\O the\O warm\O vibe\O ,\O the\O owner\O is\O super\O friendly\B and\O service\O is\O fast\O .\O
3367	Best of all is the warm vibe , the owner is super friendly and service is fast .	Best\O of\O all\O is\O the\O warm\O vibe\O ,\O the\O owner\O is\O super\O friendly\O and\O service\B is\O fast\O .\O	Best\O of\O all\O is\O the\O warm\O vibe\O ,\O the\O owner\O is\O super\O friendly\O and\O service\O is\O fast\B .\O
2191	Faan 's got a great concept but a little rough on the delivery .	Faan\O 's\O got\O a\O great\O concept\O but\O a\O little\O rough\O on\O the\O delivery\B .\O	Faan\O 's\O got\O a\O great\O concept\O but\O a\O little\O rough\B on\O the\O delivery\O .\O
270	From the incredible food , to the warm atmosphere , to the friendly service , this downtown neighborhood spot does n't miss a beat .	From\O the\O incredible\O food\B ,\O to\O the\O warm\O atmosphere\O ,\O to\O the\O friendly\O service\O ,\O this\O downtown\O neighborhood\O spot\O does\O n't\O miss\O a\O beat\O .\O	From\O the\O incredible\B food\O ,\O to\O the\O warm\O atmosphere\O ,\O to\O the\O friendly\O service\O ,\O this\O downtown\O neighborhood\O spot\O does\O n't\O miss\O a\O beat\O .\O
270	From the incredible food , to the warm atmosphere , to the friendly service , this downtown neighborhood spot does n't miss a beat .	From\O the\O incredible\O food\O ,\O to\O the\O warm\O atmosphere\B ,\O to\O the\O friendly\O service\O ,\O this\O downtown\O neighborhood\O spot\O does\O n't\O miss\O a\O beat\O .\O	From\O the\O incredible\O food\O ,\O to\O the\O warm\B atmosphere\O ,\O to\O the\O friendly\O service\O ,\O this\O downtown\O neighborhood\O spot\O does\O n't\O miss\O a\O beat\O .\O
270	From the incredible food , to the warm atmosphere , to the friendly service , this downtown neighborhood spot does n't miss a beat .	From\O the\O incredible\O food\O ,\O to\O the\O warm\O atmosphere\O ,\O to\O the\O friendly\O service\B ,\O this\O downtown\O neighborhood\O spot\O does\O n't\O miss\O a\O beat\O .\O	From\O the\O incredible\O food\O ,\O to\O the\O warm\O atmosphere\O ,\O to\O the\O friendly\B service\O ,\O this\O downtown\O neighborhood\O spot\O does\O n't\O miss\O a\O beat\O .\O
638	Great food at REASONABLE prices , makes for an evening that ca n't be beat !	Great\O food\B at\O REASONABLE\O prices\O ,\O makes\O for\O an\O evening\O that\O ca\O n't\O be\O beat\O !\O	Great\B food\O at\O REASONABLE\O prices\O ,\O makes\O for\O an\O evening\O that\O ca\O n't\O be\O beat\O !\O
638	Great food at REASONABLE prices , makes for an evening that ca n't be beat !	Great\O food\O at\O REASONABLE\O prices\B ,\O makes\O for\O an\O evening\O that\O ca\O n't\O be\O beat\O !\O	Great\O food\O at\O REASONABLE\B prices\O ,\O makes\O for\O an\O evening\O that\O ca\O n't\O be\O beat\O !\O
388	this little place has a cute interior decor and affordable city prices .	this\O little\O place\O has\O a\O cute\O interior\B decor\I and\O affordable\O city\O prices\O .\O	this\O little\O place\O has\O a\O cute\B interior\O decor\O and\O affordable\O city\O prices\O .\O
388	this little place has a cute interior decor and affordable city prices .	this\O little\O place\O has\O a\O cute\O interior\O decor\O and\O affordable\O city\O prices\B .\O	this\O little\O place\O has\O a\O cute\O interior\O decor\O and\O affordable\B city\O prices\O .\O
3373	Two words : Free wine .	Two\O words\O :\O Free\O wine\B .\O	Two\O words\O :\O Free\B wine\O .\O
425	The price is reasonable although the service is poor .	The\O price\B is\O reasonable\O although\O the\O service\O is\O poor\O .\O	The\O price\O is\O reasonable\B although\O the\O service\O is\O poor\O .\O
425	The price is reasonable although the service is poor .	The\O price\O is\O reasonable\O although\O the\O service\B is\O poor\O .\O	The\O price\O is\O reasonable\O although\O the\O service\O is\O poor\B .\O
3192	The quantity is also very good , you will come out satisfied .	The\O quantity\B is\O also\O very\O good\O ,\O you\O will\O come\O out\O satisfied\O .\O	The\O quantity\O is\O also\O very\O good\B ,\O you\O will\O come\O out\O satisfied\B .\O
2384	The fried rice is amazing here .	The\O fried\B rice\I is\O amazing\O here\O .\O	The\O fried\O rice\O is\O amazing\B here\O .\O
2962	Three courses - choices include excellent mussels , puff pastry goat cheese and salad with a delicious dressing , and a hanger steak au poivre that is out of this world .	Three\O courses\O -\O choices\O include\O excellent\O mussels\B ,\O puff\O pastry\O goat\O cheese\O and\O salad\O with\O a\O delicious\O dressing\O ,\O and\O a\O hanger\O steak\O au\O poivre\O that\O is\O out\O of\O this\O world\O .\O	Three\O courses\O -\O choices\O include\O excellent\B mussels\O ,\O puff\O pastry\O goat\O cheese\O and\O salad\O with\O a\O delicious\O dressing\O ,\O and\O a\O hanger\O steak\O au\O poivre\O that\O is\O out\O of\O this\O world\O .\O
2962	Three courses - choices include excellent mussels , puff pastry goat cheese and salad with a delicious dressing , and a hanger steak au poivre that is out of this world .	Three\O courses\O -\O choices\O include\O excellent\O mussels\O ,\O puff\B pastry\I goat\I cheese\I and\O salad\O with\O a\O delicious\O dressing\O ,\O and\O a\O hanger\O steak\O au\O poivre\O that\O is\O out\O of\O this\O world\O .\O	Three\O courses\O -\O choices\O include\O excellent\B mussels\O ,\O puff\O pastry\O goat\O cheese\O and\O salad\O with\O a\O delicious\O dressing\O ,\O and\O a\O hanger\O steak\O au\O poivre\O that\O is\O out\O of\O this\O world\O .\O
2962	Three courses - choices include excellent mussels , puff pastry goat cheese and salad with a delicious dressing , and a hanger steak au poivre that is out of this world .	Three\O courses\O -\O choices\O include\O excellent\O mussels\O ,\O puff\O pastry\O goat\O cheese\O and\O salad\B with\I a\I delicious\I dressing\I ,\O and\O a\O hanger\O steak\O au\O poivre\O that\O is\O out\O of\O this\O world\O .\O	Three\O courses\O -\O choices\O include\O excellent\O mussels\O ,\O puff\O pastry\O goat\O cheese\O and\O salad\O with\O a\O delicious\B dressing\O ,\O and\O a\O hanger\O steak\O au\O poivre\O that\O is\O out\O of\O this\O world\O .\O
2962	Three courses - choices include excellent mussels , puff pastry goat cheese and salad with a delicious dressing , and a hanger steak au poivre that is out of this world .	Three\O courses\O -\O choices\O include\O excellent\O mussels\O ,\O puff\O pastry\O goat\O cheese\O and\O salad\O with\O a\O delicious\O dressing\O ,\O and\O a\O hanger\B steak\I au\I poivre\I that\O is\O out\O of\O this\O world\O .\O	Three\O courses\O -\O choices\O include\O excellent\O mussels\O ,\O puff\O pastry\O goat\O cheese\O and\O salad\O with\O a\O delicious\O dressing\O ,\O and\O a\O hanger\O steak\O au\O poivre\O that\O is\O out\B of\I this\I world\I .\O
3404	it 's a perfect place to have a amazing indian food .	it\O 's\O a\O perfect\O place\O to\O have\O a\O amazing\O indian\B food\I .\O	it\O 's\O a\O perfect\O place\O to\O have\O a\O amazing\B indian\O food\O .\O
2599	The place is so cool and the service is prompt and curtious .	The\O place\O is\O so\O cool\O and\O the\O service\B is\O prompt\O and\O curtious\O .\O	The\O place\O is\O so\O cool\O and\O the\O service\O is\O prompt\B and\O curtious\B .\O
2599	The place is so cool and the service is prompt and curtious .	The\O place\B is\O so\O cool\O and\O the\O service\O is\O prompt\O and\O curtious\O .\O	The\O place\O is\O so\O cool\B and\O the\O service\O is\O prompt\O and\O curtious\O .\O
673	At the end you 're left with a mild broth with noodles that you can slurp out of a cup .	At\O the\O end\O you\O 're\O left\O with\O a\O mild\O broth\B with\I noodles\I that\O you\O can\O slurp\O out\O of\O a\O cup\O .\O	At\O the\O end\O you\O 're\O left\O with\O a\O mild\B broth\O with\O noodles\O that\O you\O can\O slurp\O out\O of\O a\O cup\O .\O
648	I just wonder how you can have such a delicious meal for such little money .	I\O just\O wonder\O how\O you\O can\O have\O such\O a\O delicious\O meal\B for\O such\O little\O money\O .\O	I\O just\O wonder\O how\O you\O can\O have\O such\O a\O delicious\B meal\O for\O such\O little\O money\O .\O
648	I just wonder how you can have such a delicious meal for such little money .	I\O just\O wonder\O how\O you\O can\O have\O such\O a\O delicious\O meal\O for\O such\O little\O money\B .\O	I\O just\O wonder\O how\O you\O can\O have\O such\O a\O delicious\O meal\O for\O such\O little\B money\O .\O
863	The food was delicious but do not come here on a empty stomach .	The\O food\B was\O delicious\O but\O do\O not\O come\O here\O on\O a\O empty\O stomach\O .\O	The\O food\O was\O delicious\B but\O do\O not\O come\O here\O on\O a\O empty\O stomach\O .\O
1623	The wine list is excellent .	The\O wine\B list\I is\O excellent\O .\O	The\O wine\O list\O is\O excellent\B .\O
430	Ive been to many Thai restaurants in Manhattan before , and Toons is by far the best Thai food Ive had ( except for my mom 's of course ) .	Ive\O been\O to\O many\O Thai\O restaurants\O in\O Manhattan\O before\O ,\O and\O Toons\O is\O by\O far\O the\O best\O Thai\B food\I Ive\O had\O (\O except\O for\O my\O mom\O 's\O of\O course\O )\O .\O	Ive\O been\O to\O many\O Thai\O restaurants\O in\O Manhattan\O before\O ,\O and\O Toons\O is\O by\O far\O the\O best\B Thai\O food\O Ive\O had\O (\O except\O for\O my\O mom\O 's\O of\O course\O )\O .\O
2783	This is a consistently great place to dine for lunch or dinner .	This\O is\O a\O consistently\O great\O place\O to\O dine\B for\O lunch\O or\O dinner\O .\O	This\O is\O a\O consistently\O great\B place\O to\O dine\O for\O lunch\O or\O dinner\O .\O
2983	Nice atmosphere , the service was very pleasant and the desert was good .	Nice\O atmosphere\B ,\O the\O service\O was\O very\O pleasant\O and\O the\O desert\O was\O good\O .\O	Nice\B atmosphere\O ,\O the\O service\O was\O very\O pleasant\O and\O the\O desert\O was\O good\O .\O
2983	Nice atmosphere , the service was very pleasant and the desert was good .	Nice\O atmosphere\O ,\O the\O service\B was\O very\O pleasant\O and\O the\O desert\O was\O good\O .\O	Nice\O atmosphere\O ,\O the\O service\O was\O very\O pleasant\B and\O the\O desert\O was\O good\O .\O
2983	Nice atmosphere , the service was very pleasant and the desert was good .	Nice\O atmosphere\O ,\O the\O service\O was\O very\O pleasant\O and\O the\O desert\B was\O good\O .\O	Nice\O atmosphere\O ,\O the\O service\O was\O very\O pleasant\O and\O the\O desert\O was\O good\B .\O
627	After really enjoying ourselves at the bar we sat down at a table and had dinner .	After\O really\O enjoying\O ourselves\O at\O the\O bar\B we\O sat\O down\O at\O a\O table\O and\O had\O dinner\O .\O	After\O really\O enjoying\B ourselves\O at\O the\O bar\O we\O sat\O down\O at\O a\O table\O and\O had\O dinner\O .\O
627	After really enjoying ourselves at the bar we sat down at a table and had dinner .	After\O really\O enjoying\O ourselves\O at\O the\O bar\O we\O sat\O down\O at\O a\O table\B and\O had\O dinner\O .\O	After\O really\O enjoying\B ourselves\O at\O the\O bar\O we\O sat\O down\O at\O a\O table\O and\O had\O dinner\O .\O
627	After really enjoying ourselves at the bar we sat down at a table and had dinner .	After\O really\O enjoying\O ourselves\O at\O the\O bar\O we\O sat\O down\O at\O a\O table\O and\O had\O dinner\B .\O	After\O really\O enjoying\B ourselves\O at\O the\O bar\O we\O sat\O down\O at\O a\O table\O and\O had\O dinner\O .\O
3219	Fabulous service , fantastic food , and a chilled out atmosphere and environment .	Fabulous\O service\B ,\O fantastic\O food\O ,\O and\O a\O chilled\O out\O atmosphere\O and\O environment\O .\O	Fabulous\B service\O ,\O fantastic\O food\O ,\O and\O a\O chilled\O out\O atmosphere\O and\O environment\O .\O
3219	Fabulous service , fantastic food , and a chilled out atmosphere and environment .	Fabulous\O service\O ,\O fantastic\O food\B ,\O and\O a\O chilled\O out\O atmosphere\O and\O environment\O .\O	Fabulous\O service\O ,\O fantastic\B food\O ,\O and\O a\O chilled\O out\O atmosphere\O and\O environment\O .\O
3219	Fabulous service , fantastic food , and a chilled out atmosphere and environment .	Fabulous\O service\O ,\O fantastic\O food\O ,\O and\O a\O chilled\O out\O atmosphere\B and\O environment\O .\O	Fabulous\O service\O ,\O fantastic\O food\O ,\O and\O a\O chilled\B out\I atmosphere\O and\O environment\O .\O
3219	Fabulous service , fantastic food , and a chilled out atmosphere and environment .	Fabulous\O service\O ,\O fantastic\O food\O ,\O and\O a\O chilled\O out\O atmosphere\O and\O environment\B .\O	Fabulous\O service\O ,\O fantastic\O food\O ,\O and\O a\O chilled\B out\I atmosphere\O and\O environment\O .\O
604	I liked the beer selection !	I\O liked\O the\O beer\B selection\I !\O	I\O liked\B the\O beer\O selection\O !\O
2911	Great food , good size menu , great service and an unpretentious setting .	Great\O food\B ,\O good\O size\O menu\O ,\O great\O service\O and\O an\O unpretentious\O setting\O .\O	Great\B food\O ,\O good\O size\O menu\O ,\O great\O service\O and\O an\O unpretentious\O setting\O .\O
2911	Great food , good size menu , great service and an unpretentious setting .	Great\O food\O ,\O good\O size\O menu\B ,\O great\O service\O and\O an\O unpretentious\O setting\O .\O	Great\O food\O ,\O good\B size\O menu\O ,\O great\O service\O and\O an\O unpretentious\O setting\O .\O
2911	Great food , good size menu , great service and an unpretentious setting .	Great\O food\O ,\O good\O size\O menu\O ,\O great\O service\B and\O an\O unpretentious\O setting\O .\O	Great\O food\O ,\O good\O size\O menu\O ,\O great\B service\O and\O an\O unpretentious\O setting\O .\O
2911	Great food , good size menu , great service and an unpretentious setting .	Great\O food\O ,\O good\O size\O menu\O ,\O great\O service\O and\O an\O unpretentious\O setting\B .\O	Great\O food\O ,\O good\O size\O menu\O ,\O great\O service\O and\O an\O unpretentious\B setting\O .\O
3074	Go here for a romantic dinner but not for an all out wow dining experience .	Go\O here\O for\O a\O romantic\O dinner\B but\O not\O for\O an\O all\O out\O wow\O dining\O experience\O .\O	Go\O here\O for\O a\O romantic\B dinner\O but\O not\O for\O an\O all\O out\O wow\O dining\O experience\O .\O
3074	Go here for a romantic dinner but not for an all out wow dining experience .	Go\O here\O for\O a\O romantic\O dinner\O but\O not\O for\O an\O all\O out\O wow\O dining\B experience\O .\O	Go\O here\O for\O a\O romantic\O dinner\O but\O not\O for\O an\O all\O out\O wow\B dining\O experience\O .\O
912	Wine list selection is good and wine-by-the-glass was generously filled to the top .	Wine\B list\I selection\I is\O good\O and\O wine-by-the-glass\O was\O generously\O filled\O to\O the\O top\O .\O	Wine\O list\O selection\O is\O good\B and\O wine-by-the-glass\O was\O generously\O filled\O to\O the\O top\O .\O
912	Wine list selection is good and wine-by-the-glass was generously filled to the top .	Wine\O list\O selection\O is\O good\O and\O wine-by-the-glass\B was\O generously\O filled\O to\O the\O top\O .\O	Wine\O list\O selection\O is\O good\O and\O wine-by-the-glass\O was\O generously\B filled\I to\O the\O top\O .\O
728	With the great variety on the menu , I eat here often and never get bored .	With\O the\O great\O variety\O on\O the\O menu\B ,\O I\O eat\O here\O often\O and\O never\O get\O bored\O .\O	With\O the\O great\B variety\I on\O the\O menu\O ,\O I\O eat\O here\O often\O and\O never\O get\O bored\O .\O
2925	The menu is very limited - i think we counted 4 or 5 entrees .	The\O menu\B is\O very\O limited\O -\O i\O think\O we\O counted\O 4\O or\O 5\O entrees\O .\O	The\O menu\O is\O very\O limited\B -\O i\O think\O we\O counted\O 4\O or\O 5\O entrees\O .\O
3436	The menu is limited but almost all of the dishes are excellent .	The\O menu\B is\O limited\O but\O almost\O all\O of\O the\O dishes\O are\O excellent\O .\O	The\O menu\O is\O limited\B but\O almost\O all\O of\O the\O dishes\O are\O excellent\O .\O
3436	The menu is limited but almost all of the dishes are excellent .	The\O menu\O is\O limited\O but\O almost\O all\O of\O the\O dishes\B are\O excellent\O .\O	The\O menu\O is\O limited\O but\O almost\O all\O of\O the\O dishes\O are\O excellent\B .\O
3273	Not too crazy about their sake martini .	Not\O too\O crazy\O about\O their\O sake\B martini\I .\O	Not\O too\O crazy\B about\O their\O sake\O martini\O .\O
1215	Great bagels , spreads and a good place to hang out in .	Great\O bagels\B ,\O spreads\O and\O a\O good\O place\O to\O hang\O out\O in\O .\O	Great\B bagels\O ,\O spreads\O and\O a\O good\O place\O to\O hang\O out\O in\O .\O
1215	Great bagels , spreads and a good place to hang out in .	Great\O bagels\O ,\O spreads\B and\O a\O good\O place\O to\O hang\O out\O in\O .\O	Great\B bagels\O ,\O spreads\O and\O a\O good\O place\O to\O hang\O out\O in\O .\O
183	The service varys from day to day- sometimes they 're very nice , and sometimes not .	The\O service\B varys\O from\O day\O to\O day-\O sometimes\O they\O 're\O very\O nice\O ,\O and\O sometimes\O not\O .\O	The\O service\O varys\B from\O day\O to\O day-\O sometimes\O they\O 're\O very\O nice\O ,\O and\O sometimes\O not\O .\O
3249	Unfortunately , the food is outstanding , but everything else about this restaurant is the pits .	Unfortunately\O ,\O the\O food\B is\O outstanding\O ,\O but\O everything\O else\O about\O this\O restaurant\O is\O the\O pits\O .\O	Unfortunately\O ,\O the\O food\O is\O outstanding\B ,\O but\O everything\O else\O about\O this\O restaurant\O is\O the\O pits\O .\O
3207	We always have a delicious meal and always leave feeling satisfied .	We\O always\O have\O a\O delicious\O meal\B and\O always\O leave\O feeling\O satisfied\O .\O	We\O always\O have\O a\O delicious\B meal\O and\O always\O leave\O feeling\O satisfied\O .\O
2972	First went here to enjoy their garden terrace .	First\O went\O here\O to\O enjoy\O their\O garden\B terrace\I .\O	First\O went\O here\O to\O enjoy\B their\O garden\O terrace\O .\O
1755	The pizza was pretty good and huge .	The\O pizza\B was\O pretty\O good\O and\O huge\O .\O	The\O pizza\O was\O pretty\O good\B and\O huge\B .\O
