s_id	sentence	target_tags	opinion_words_tags
917	One night I turned the freaking thing off after using it , the next day I turn it on , no GUI , screen all dark , power light steady , hard drive light steady and not flashing as it usually does .	One\O night\O I\O turned\O the\O freaking\O thing\O off\O after\O using\O it\O ,\O the\O next\O day\O I\O turn\O it\O on\O ,\O no\O GUI\O ,\O screen\O all\O dark\O ,\O power\O light\O steady\O ,\O hard\B drive\I light\I steady\O and\O not\O flashing\O as\O it\O usually\O does\O .\O	One\O night\O I\O turned\O the\O freaking\O thing\O off\O after\O using\O it\O ,\O the\O next\O day\O I\O turn\O it\O on\O ,\O no\O GUI\O ,\O screen\O all\O dark\O ,\O power\O light\O steady\O ,\O hard\O drive\O light\O steady\B and\O not\O flashing\O as\O it\O usually\O does\O .\O
338	My only disappointment with the 13 '' model is that they 're the only ones in the MacBook Pro line up without an i5 or i7 processor and dual graphics cards , however the trade-off is that you achieve a longer battery life ( of about 2 more hours ) .	My\O only\O disappointment\O with\O the\O 13\O ''\O model\O is\O that\O they\O 're\O the\O only\O ones\O in\O the\O MacBook\O Pro\O line\O up\O without\O an\O i5\O or\O i7\O processor\B and\O dual\O graphics\O cards\O ,\O however\O the\O trade-off\O is\O that\O you\O achieve\O a\O longer\O battery\O life\O (\O of\O about\O 2\O more\O hours\O )\O .\O	My\O only\O disappointment\B with\O the\O 13\O ''\O model\O is\O that\O they\O 're\O the\O only\O ones\O in\O the\O MacBook\O Pro\O line\O up\O without\B an\O i5\O or\O i7\O processor\O and\O dual\O graphics\O cards\O ,\O however\O the\O trade-off\O is\O that\O you\O achieve\O a\O longer\O battery\O life\O (\O of\O about\O 2\O more\O hours\O )\O .\O
338	My only disappointment with the 13 '' model is that they 're the only ones in the MacBook Pro line up without an i5 or i7 processor and dual graphics cards , however the trade-off is that you achieve a longer battery life ( of about 2 more hours ) .	My\O only\O disappointment\O with\O the\O 13\O ''\O model\O is\O that\O they\O 're\O the\O only\O ones\O in\O the\O MacBook\O Pro\O line\O up\O without\O an\O i5\O or\O i7\O processor\O and\O dual\O graphics\B cards\I ,\O however\O the\O trade-off\O is\O that\O you\O achieve\O a\O longer\O battery\O life\O (\O of\O about\O 2\O more\O hours\O )\O .\O	My\O only\O disappointment\B with\O the\O 13\O ''\O model\O is\O that\O they\O 're\O the\O only\O ones\O in\O the\O MacBook\O Pro\O line\O up\O without\B an\O i5\O or\O i7\O processor\O and\O dual\O graphics\O cards\O ,\O however\O the\O trade-off\O is\O that\O you\O achieve\O a\O longer\O battery\O life\O (\O of\O about\O 2\O more\O hours\O )\O .\O
338	My only disappointment with the 13 '' model is that they 're the only ones in the MacBook Pro line up without an i5 or i7 processor and dual graphics cards , however the trade-off is that you achieve a longer battery life ( of about 2 more hours ) .	My\O only\O disappointment\O with\O the\O 13\O ''\O model\O is\O that\O they\O 're\O the\O only\O ones\O in\O the\O MacBook\O Pro\O line\O up\O without\O an\O i5\O or\O i7\O processor\O and\O dual\O graphics\O cards\O ,\O however\O the\O trade-off\O is\O that\O you\O achieve\O a\O longer\O battery\B life\I (\O of\O about\O 2\O more\O hours\O )\O .\O	My\O only\O disappointment\O with\O the\O 13\O ''\O model\O is\O that\O they\O 're\O the\O only\O ones\O in\O the\O MacBook\O Pro\O line\O up\O without\O an\O i5\O or\O i7\O processor\O and\O dual\O graphics\O cards\O ,\O however\O the\O trade-off\O is\O that\O you\O achieve\O a\O longer\B battery\O life\O (\O of\O about\O 2\O more\O hours\O )\O .\O
38	In the shop , these MacBooks are encased in a soft rubber enclosure - so you will never know about the razor edge until you buy it , get it home , break the seal and use it ( very clever con ) .	In\O the\O shop\O ,\O these\O MacBooks\O are\O encased\O in\O a\O soft\O rubber\B enclosure\I -\O so\O you\O will\O never\O know\O about\O the\O razor\O edge\O until\O you\O buy\O it\O ,\O get\O it\O home\O ,\O break\O the\O seal\O and\O use\O it\O (\O very\O clever\O con\O )\O .\O	In\O the\O shop\O ,\O these\O MacBooks\O are\O encased\O in\O a\O soft\B rubber\O enclosure\O -\O so\O you\O will\O never\O know\O about\O the\O razor\O edge\O until\O you\O buy\O it\O ,\O get\O it\O home\O ,\O break\O the\O seal\O and\O use\O it\O (\O very\O clever\O con\O )\O .\O
337	However , the multi-touch gestures and large tracking area make having an external mouse unnecessary ( unless you 're gaming ) .	However\O ,\O the\O multi-touch\O gestures\O and\O large\O tracking\O area\O make\O having\O an\O external\B mouse\I unnecessary\O (\O unless\O you\O 're\O gaming\O )\O .\O	However\O ,\O the\O multi-touch\O gestures\O and\O large\O tracking\O area\O make\O having\O an\O external\O mouse\O unnecessary\B (\O unless\O you\O 're\O gaming\O )\O .\O
2568	I love the way the entire suite of software works together .	I\O love\O the\O way\O the\O entire\O suite\B of\I software\I works\O together\O .\O	I\O love\B the\O way\O the\O entire\O suite\O of\O software\O works\O together\O .\O
295	The speed is incredible and I am more than satisfied .	The\O speed\B is\O incredible\O and\O I\O am\O more\O than\O satisfied\O .\O	The\O speed\O is\O incredible\B and\O I\O am\O more\O than\O satisfied\B .\O
2759	This laptop meets every expectation and Windows 7 is great !	This\O laptop\O meets\O every\O expectation\O and\O Windows\B 7\I is\O great\O !\O	This\O laptop\O meets\O every\O expectation\O and\O Windows\O 7\O is\O great\B !\O
2980	I can barely use any usb devices because they will not stay connected properly .	I\O can\O barely\O use\O any\O usb\B devices\I because\O they\O will\O not\O stay\O connected\O properly\O .\O	I\O can\O barely\O use\O any\O usb\O devices\O because\O they\O will\O not\B stay\I connected\I properly\I .\O
1054	-- No backlit keyboard , but not an issue for me .	--\O No\O backlit\O keyboard\B ,\O but\O not\O an\O issue\O for\O me\O .\O	--\O No\B backlit\O keyboard\O ,\O but\O not\O an\O issue\O for\O me\O .\O
743	When I finally had everything running with all my software installed I plugged in my droid to recharge and the system crashed .	When\O I\O finally\O had\O everything\O running\O with\O all\O my\O software\O installed\O I\O plugged\O in\O my\O droid\O to\O recharge\O and\O the\O system\B crashed\O .\O	When\O I\O finally\O had\O everything\O running\O with\O all\O my\O software\O installed\O I\O plugged\O in\O my\O droid\O to\O recharge\O and\O the\O system\O crashed\B .\O
2202	Pairing it with an iPhone is a pure pleasure - talk about painless syncing - used to take me forever - now it 's a snap .	Pairing\O it\O with\O an\O iPhone\O is\O a\O pure\O pleasure\O -\O talk\O about\O painless\O syncing\B -\O used\O to\O take\O me\O forever\O -\O now\O it\O 's\O a\O snap\O .\O	Pairing\O it\O with\O an\O iPhone\O is\O a\O pure\O pleasure\O -\O talk\O about\O painless\B syncing\O -\O used\O to\O take\O me\O forever\O -\O now\O it\O 's\O a\O snap\O .\O
2227	I also got the added bonus of a 30 '' HD Monitor , which really helps to extend my screen and keep my eyes fresh !	I\O also\O got\O the\O added\O bonus\O of\O a\O 30\B ''\I HD\I Monitor\I ,\O which\O really\O helps\O to\O extend\O my\O screen\O and\O keep\O my\O eyes\O fresh\O !\O	I\O also\O got\O the\O added\B bonus\I of\O a\O 30\O ''\O HD\O Monitor\O ,\O which\O really\O helps\O to\O extend\O my\O screen\O and\O keep\O my\O eyes\O fresh\O !\O
2227	I also got the added bonus of a 30 '' HD Monitor , which really helps to extend my screen and keep my eyes fresh !	I\O also\O got\O the\O added\O bonus\O of\O a\O 30\O ''\O HD\O Monitor\O ,\O which\O really\O helps\O to\O extend\O my\O screen\B and\O keep\O my\O eyes\O fresh\O !\O	I\O also\O got\O the\O added\O bonus\O of\O a\O 30\O ''\O HD\O Monitor\O ,\O which\O really\O helps\O to\O extend\B my\O screen\O and\O keep\O my\O eyes\O fresh\O !\O
92	The machine is slow to boot up and occasionally crashes completely .	The\O machine\O is\O slow\O to\O boot\B up\I and\O occasionally\O crashes\O completely\O .\O	The\O machine\O is\O slow\B to\O boot\O up\O and\O occasionally\O crashes\O completely\O .\O
1204	After paying several hundred dollars for this service , it is frustrating that you can not get help after hours .	After\O paying\O several\O hundred\O dollars\O for\O this\O service\B ,\O it\O is\O frustrating\O that\O you\O can\O not\O get\O help\O after\O hours\O .\O	After\O paying\O several\O hundred\O dollars\O for\O this\O service\O ,\O it\O is\O frustrating\B that\O you\O can\O not\O get\O help\O after\O hours\O .\O
325	I did have to replace the battery once , but that was only a couple months ago and it 's been working perfect ever since .	I\O did\O have\O to\O replace\O the\O battery\B once\O ,\O but\O that\O was\O only\O a\O couple\O months\O ago\O and\O it\O 's\O been\O working\O perfect\O ever\O since\O .\O	I\O did\O have\O to\O replace\O the\O battery\O once\O ,\O but\O that\O was\O only\O a\O couple\O months\O ago\O and\O it\O 's\O been\O working\O perfect\B ever\O since\O .\O
1574	I love the operating system and the preloaded software .	I\O love\O the\O operating\B system\I and\O the\O preloaded\O software\O .\O	I\O love\B the\O operating\O system\O and\O the\O preloaded\O software\O .\O
1574	I love the operating system and the preloaded software .	I\O love\O the\O operating\O system\O and\O the\O preloaded\B software\I .\O	I\O love\B the\O operating\O system\O and\O the\O preloaded\O software\O .\O
3073	The best thing about this laptop is the price along with some of the newer features .	The\O best\O thing\O about\O this\O laptop\O is\O the\O price\B along\O with\O some\O of\O the\O newer\O features\O .\O	The\O best\B thing\O about\O this\O laptop\O is\O the\O price\O along\O with\O some\O of\O the\O newer\O features\O .\O
3073	The best thing about this laptop is the price along with some of the newer features .	The\O best\O thing\O about\O this\O laptop\O is\O the\O price\O along\O with\O some\O of\O the\O newer\O features\B .\O	The\O best\B thing\O about\O this\O laptop\O is\O the\O price\O along\O with\O some\O of\O the\O newer\B features\O .\O
810	YOU WILL NOT BE ABLE TO TALK TO AN AMERICAN WARRANTY SERVICE IS OUT OF COUNTRY .	YOU\O WILL\O NOT\O BE\O ABLE\O TO\O TALK\O TO\O AN\O AMERICAN\O WARRANTY\B SERVICE\I IS\O OUT\O OF\O COUNTRY\O .\O	YOU\O WILL\O NOT\B BE\I ABLE\I TO\O TALK\O TO\O AN\O AMERICAN\O WARRANTY\O SERVICE\O IS\O OUT\O OF\O COUNTRY\O .\O
130	but now i have realized its a problem with this brand .	but\O now\O i\O have\O realized\O its\O a\O problem\O with\O this\O brand\B .\O	but\O now\O i\O have\O realized\O its\O a\O problem\B with\O this\O brand\O .\O
1030	Also kinda loud when the fan was running .	Also\O kinda\O loud\O when\O the\O fan\B was\O running\O .\O	Also\O kinda\O loud\B when\O the\O fan\O was\O running\O .\O
661	There also seemed to be a problem with the hard disc as certain times windows loads but claims to not be able to find any drivers or files .	There\O also\O seemed\O to\O be\O a\O problem\O with\O the\O hard\B disc\I as\O certain\O times\O windows\O loads\O but\O claims\O to\O not\O be\O able\O to\O find\O any\O drivers\O or\O files\O .\O	There\O also\O seemed\O to\O be\O a\O problem\B with\O the\O hard\O disc\O as\O certain\O times\O windows\O loads\O but\O claims\O to\O not\O be\O able\O to\O find\O any\O drivers\O or\O files\O .\O
997	Drivers updated ok but the BIOS update froze the system up and the computer shut down .	Drivers\B updated\O ok\O but\O the\O BIOS\O update\O froze\O the\O system\O up\O and\O the\O computer\O shut\O down\O .\O	Drivers\O updated\O ok\B but\O the\O BIOS\O update\O froze\O the\O system\O up\O and\O the\O computer\O shut\O down\O .\O
997	Drivers updated ok but the BIOS update froze the system up and the computer shut down .	Drivers\O updated\O ok\O but\O the\O BIOS\B update\I froze\O the\O system\O up\O and\O the\O computer\O shut\O down\O .\O	Drivers\O updated\O ok\O but\O the\O BIOS\O update\O froze\B the\O system\O up\O and\O the\O computer\O shut\O down\O .\O
997	Drivers updated ok but the BIOS update froze the system up and the computer shut down .	Drivers\O updated\O ok\O but\O the\O BIOS\O update\O froze\O the\O system\B up\O and\O the\O computer\O shut\O down\O .\O	Drivers\O updated\O ok\O but\O the\O BIOS\O update\O froze\B the\O system\O up\O and\O the\O computer\O shut\O down\O .\O
1193	Speaking of the browser , it too has problems .	Speaking\O of\O the\O browser\B ,\O it\O too\O has\O problems\O .\O	Speaking\O of\O the\O browser\O ,\O it\O too\O has\O problems\B .\O
147	The keyboard is too slick .	The\O keyboard\B is\O too\O slick\O .\O	The\O keyboard\O is\O too\O slick\B .\O
1669	It 's like 9 punds , but if you can look past it , it 's GREAT !	It\O 's\O like\O 9\B punds\I ,\O but\O if\O you\O can\O look\O past\O it\O ,\O it\O 's\O GREAT\O !\O	It\O 's\O like\O 9\O punds\O ,\O but\O if\O you\O can\O look\O past\O it\O ,\O it\O 's\O GREAT\B !\O
2462	It 's just as fast with one program open as it is with sixteen open .	It\O 's\O just\O as\O fast\O with\O one\O program\B open\O as\O it\O is\O with\O sixteen\O open\O .\O	It\O 's\O just\O as\O fast\B with\O one\O program\O open\O as\O it\O is\O with\O sixteen\O open\O .\O
2719	Still under warrenty so called Toshiba , no help at all .	Still\O under\O warrenty\B so\O called\O Toshiba\O ,\O no\O help\O at\O all\O .\O	Still\O under\O warrenty\O so\O called\O Toshiba\O ,\O no\B help\I at\O all\O .\O
2492	Amazing Quality !	Amazing\O Quality\B !\O	Amazing\B Quality\O !\O
1541	The fact that you can spend over $ 100 on just a webcam underscores the value of this machine .	The\O fact\O that\O you\O can\O spend\O over\O $\O 100\O on\O just\O a\O webcam\O underscores\O the\O value\B of\O this\O machine\O .\O	The\O fact\O that\O you\O can\O spend\O over\O $\O 100\O on\O just\O a\O webcam\O underscores\B the\O value\O of\O this\O machine\O .\O
915	A month or so ago , the freaking motherboard just died .	A\O month\O or\O so\O ago\O ,\O the\O freaking\O motherboard\B just\O died\O .\O	A\O month\O or\O so\O ago\O ,\O the\O freaking\B motherboard\O just\O died\B .\O
2050	The system it comes with does not work properly , so when trying to fix the problems with it it started not working at all .	The\O system\B it\O comes\O with\O does\O not\O work\O properly\O ,\O so\O when\O trying\O to\O fix\O the\O problems\O with\O it\O it\O started\O not\O working\O at\O all\O .\O	The\O system\O it\O comes\O with\O does\O not\B work\I properly\I ,\O so\O when\O trying\O to\O fix\O the\O problems\O with\O it\O it\O started\O not\O working\O at\O all\O .\O
460	Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running .	Then\O after\O 4\O or\O so\O months\O the\O charger\B stopped\O working\O so\O I\O was\O forced\O to\O go\O out\O and\O buy\O new\O hardware\O just\O to\O keep\O this\O computer\O running\O .\O	Then\O after\O 4\O or\O so\O months\O the\O charger\O stopped\B working\I so\O I\O was\O forced\O to\O go\O out\O and\O buy\O new\O hardware\O just\O to\O keep\O this\O computer\O running\O .\O
1524	If a website ever freezes ( which is rare ) , its really easy to force quit .	If\O a\O website\O ever\O freezes\O (\O which\O is\O rare\O )\O ,\O its\O really\O easy\O to\O force\B quit\I .\O	If\O a\O website\O ever\O freezes\O (\O which\O is\O rare\O )\O ,\O its\O really\O easy\B to\O force\O quit\O .\O
803	It rarely works and when it does it 's incredibly slow .	It\O rarely\O works\B and\O when\O it\O does\O it\O 's\O incredibly\O slow\O .\O	It\O rarely\B works\O and\O when\O it\O does\O it\O 's\O incredibly\O slow\O .\O
2225	I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program .	I\O also\O enjoy\O the\O fact\O that\O my\O MacBook\O Pro\O laptop\O allows\O me\O to\O run\O Windows\B 7\I on\O it\O by\O using\O the\O VMWare\O program\O .\O	I\O also\O enjoy\B the\O fact\O that\O my\O MacBook\O Pro\O laptop\O allows\O me\O to\O run\O Windows\O 7\O on\O it\O by\O using\O the\O VMWare\O program\O .\O
2225	I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program .	I\O also\O enjoy\O the\O fact\O that\O my\O MacBook\O Pro\O laptop\O allows\O me\O to\O run\O Windows\O 7\O on\O it\O by\O using\O the\O VMWare\B program\I .\O	I\O also\O enjoy\B the\O fact\O that\O my\O MacBook\O Pro\O laptop\O allows\O me\O to\O run\O Windows\O 7\O on\O it\O by\O using\O the\O VMWare\O program\O .\O
2644	It 's so much easier to navigate through the operating system , to find files , and it runs a lot faster !	It\O 's\O so\O much\O easier\O to\O navigate\O through\O the\O operating\B system\I ,\O to\O find\O files\O ,\O and\O it\O runs\O a\O lot\O faster\O !\O	It\O 's\O so\O much\O easier\B to\O navigate\O through\O the\O operating\O system\O ,\O to\O find\O files\O ,\O and\O it\O runs\O a\O lot\O faster\O !\O
2644	It 's so much easier to navigate through the operating system , to find files , and it runs a lot faster !	It\O 's\O so\O much\O easier\O to\O navigate\O through\O the\O operating\O system\O ,\O to\O find\O files\O ,\O and\O it\O runs\B a\O lot\O faster\O !\O	It\O 's\O so\O much\O easier\O to\O navigate\O through\O the\O operating\O system\O ,\O to\O find\O files\O ,\O and\O it\O runs\O a\O lot\O faster\B !\O
2644	It 's so much easier to navigate through the operating system , to find files , and it runs a lot faster !	It\O 's\O so\O much\O easier\O to\O navigate\B through\O the\O operating\O system\O ,\O to\O find\O files\O ,\O and\O it\O runs\O a\O lot\O faster\O !\O	It\O 's\O so\O much\O easier\B to\O navigate\O through\O the\O operating\O system\O ,\O to\O find\O files\O ,\O and\O it\O runs\O a\O lot\O faster\O !\O
2644	It 's so much easier to navigate through the operating system , to find files , and it runs a lot faster !	It\O 's\O so\O much\O easier\O to\O navigate\O through\O the\O operating\O system\O ,\O to\O find\B files\I ,\O and\O it\O runs\O a\O lot\O faster\O !\O	It\O 's\O so\O much\O easier\O to\O navigate\O through\O the\O operating\O system\O ,\O to\O find\O files\O ,\O and\O it\O runs\O a\O lot\O faster\B !\O
2033	I wanted to purchase the extended warranty and they refused , because they knew it was trouble .	I\O wanted\O to\O purchase\O the\O extended\B warranty\I and\O they\O refused\O ,\O because\O they\O knew\O it\O was\O trouble\O .\O	I\O wanted\O to\O purchase\O the\O extended\O warranty\O and\O they\O refused\B ,\O because\O they\O knew\O it\O was\O trouble\O .\O
2271	We upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed .	We\O upgraded\O the\O memory\O to\O four\O gigabytes\O in\O order\O to\O take\O advantage\O of\O the\O performace\O increase\O in\O speed\B .\O	We\O upgraded\O the\O memory\O to\O four\O gigabytes\O in\O order\O to\O take\O advantage\O of\O the\O performace\O increase\B in\O speed\O .\O
2271	We upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed .	We\O upgraded\O the\O memory\O to\O four\O gigabytes\O in\O order\O to\O take\O advantage\O of\O the\O performace\B increase\O in\O speed\O .\O	We\O upgraded\O the\O memory\O to\O four\O gigabytes\O in\O order\O to\O take\O advantage\O of\O the\O performace\O increase\B in\O speed\O .\O
103	The reality was , it heated up very quickly , and took way too long to do simple things , like opening my Documents folder .	The\O reality\O was\O ,\O it\O heated\O up\O very\O quickly\O ,\O and\O took\O way\O too\O long\O to\O do\O simple\O things\O ,\O like\O opening\B my\I Documents\I folder\I .\O	The\O reality\O was\O ,\O it\O heated\O up\O very\O quickly\O ,\O and\O took\O way\O too\O long\B to\O do\O simple\O things\O ,\O like\O opening\O my\O Documents\O folder\O .\O
1149	I had always used PCs and been constantly frustrated by the crashing and the poorly designed operating systems that were never very intuitive .	I\O had\O always\O used\O PCs\O and\O been\O constantly\O frustrated\O by\O the\O crashing\O and\O the\O poorly\O designed\O operating\B systems\I that\O were\O never\O very\O intuitive\O .\O	I\O had\O always\O used\O PCs\O and\O been\O constantly\O frustrated\O by\O the\O crashing\O and\O the\O poorly\B designed\I operating\O systems\O that\O were\O never\O very\O intuitive\B .\O
900	Then , within 5 months , the charger crapped out on me .	Then\O ,\O within\O 5\O months\O ,\O the\O charger\B crapped\O out\O on\O me\O .\O	Then\O ,\O within\O 5\O months\O ,\O the\O charger\O crapped\B out\O on\O me\O .\O
1649	And if you have a iphone or ipod touch you can connect and download songs to it at high speed .	And\O if\O you\O have\O a\O iphone\O or\O ipod\O touch\O you\O can\O connect\O and\O download\O songs\O to\O it\O at\O high\O speed\B .\O	And\O if\O you\O have\O a\O iphone\O or\O ipod\O touch\O you\O can\O connect\O and\O download\O songs\O to\O it\O at\O high\B speed\O .\O
446	I love the glass touchpad .	I\O love\O the\O glass\B touchpad\I .\O	I\O love\B the\O glass\O touchpad\O .\O
1912	I continued to take the computer in AGAIN and they replaced the hard drive and mother board yet again .	I\O continued\O to\O take\O the\O computer\O in\O AGAIN\O and\O they\O replaced\O the\O hard\B drive\I and\O mother\O board\O yet\O again\O .\O	I\O continued\O to\O take\O the\O computer\O in\O AGAIN\O and\O they\O replaced\B the\O hard\O drive\O and\O mother\O board\O yet\O again\O .\O
1912	I continued to take the computer in AGAIN and they replaced the hard drive and mother board yet again .	I\O continued\O to\O take\O the\O computer\O in\O AGAIN\O and\O they\O replaced\O the\O hard\O drive\O and\O mother\B board\I yet\O again\O .\O	I\O continued\O to\O take\O the\O computer\O in\O AGAIN\O and\O they\O replaced\B the\O hard\O drive\O and\O mother\O board\O yet\O again\O .\O
2752	I am using the external speaker -- sound is good .	I\O am\O using\O the\O external\B speaker\I --\O sound\O is\O good\O .\O	I\O am\O using\O the\O external\O speaker\O --\O sound\O is\O good\B .\O
2752	I am using the external speaker -- sound is good .	I\O am\O using\O the\O external\O speaker\O --\O sound\B is\O good\O .\O	I\O am\O using\O the\O external\O speaker\O --\O sound\O is\O good\B .\O
404	Then HP sends it back to me with the hardware screwed up , not able to connect .	Then\O HP\O sends\O it\O back\O to\O me\O with\O the\O hardware\B screwed\O up\O ,\O not\O able\O to\O connect\O .\O	Then\O HP\O sends\O it\O back\O to\O me\O with\O the\O hardware\O screwed\B up\I ,\O not\O able\O to\O connect\O .\O
407	Oh yeah , do n't forget the expensive shipping to and from HP .	Oh\O yeah\O ,\O do\O n't\O forget\O the\O expensive\O shipping\B to\O and\O from\O HP\O .\O	Oh\O yeah\O ,\O do\O n't\O forget\O the\O expensive\B shipping\O to\O and\O from\O HP\O .\O
1731	Everything is so easy to use , Mac software is just so much simpler than Microsoft software .	Everything\O is\O so\O easy\O to\O use\O ,\O Mac\B software\I is\O just\O so\O much\O simpler\O than\O Microsoft\O software\O .\O	Everything\O is\O so\O easy\B to\O use\O ,\O Mac\O software\O is\O just\O so\O much\O simpler\O than\O Microsoft\O software\O .\O
