s_id	sentence	target_tags	opinion_words_tags
1016296:4	Chow fun was dry ; pork shu mai was more than usually greasy and had to share a table with loud and rude family .	Chow\B fun\I was\O dry\O ;\O pork\O shu\O mai\O was\O more\O than\O usually\O greasy\O and\O had\O to\O share\O a\O table\O with\O loud\O and\O rude\O family\O .\O	Chow\O fun\O was\O dry\B ;\O pork\O shu\O mai\O was\O more\O than\O usually\O greasy\O and\O had\O to\O share\O a\O table\O with\O loud\O and\O rude\O family\O .\O
1016296:4	Chow fun was dry ; pork shu mai was more than usually greasy and had to share a table with loud and rude family .	Chow\O fun\O was\O dry\O ;\O pork\B shu\I mai\I was\O more\O than\O usually\O greasy\O and\O had\O to\O share\O a\O table\O with\O loud\O and\O rude\O family\O .\O	Chow\O fun\O was\O dry\O ;\O pork\O shu\O mai\O was\O more\O than\O usually\O greasy\B and\O had\O to\O share\O a\O table\O with\O loud\O and\O rude\O family\O .\O
1016296:5	I/we will never go back to this place again .	I/we\O will\O never\O go\O back\O to\O this\O place\B again\O .\O	I/we\O will\O never\B go\I back\I to\O this\O place\O again\O .\O
1028246:1	Service was devine , oysters where a sensual as they come , and the price ca n't be beat ! ! !	Service\B was\O devine\O ,\O oysters\O where\O a\O sensual\O as\O they\O come\O ,\O and\O the\O price\O ca\O n't\O be\O beat\O !\O !\O !\O	Service\O was\O devine\B ,\O oysters\O where\O a\O sensual\O as\O they\O come\O ,\O and\O the\O price\O ca\O n't\O be\O beat\O !\O !\O !\O
1028246:1	Service was devine , oysters where a sensual as they come , and the price ca n't be beat ! ! !	Service\O was\O devine\O ,\O oysters\B where\O a\O sensual\O as\O they\O come\O ,\O and\O the\O price\O ca\O n't\O be\O beat\O !\O !\O !\O	Service\O was\O devine\O ,\O oysters\O where\O a\O sensual\B as\O they\O come\O ,\O and\O the\O price\O ca\O n't\O be\O beat\O !\O !\O !\O
1032695:1	Everything is always cooked to perfection , the service is excellent , the decor cool and understated .	Everything\O is\O always\O cooked\O to\O perfection\O ,\O the\O service\B is\O excellent\O ,\O the\O decor\O cool\O and\O understated\O .\O	Everything\O is\O always\O cooked\O to\O perfection\O ,\O the\O service\O is\O excellent\B ,\O the\O decor\O cool\O and\O understated\O .\O
1032695:1	Everything is always cooked to perfection , the service is excellent , the decor cool and understated .	Everything\O is\O always\O cooked\O to\O perfection\O ,\O the\O service\O is\O excellent\O ,\O the\O decor\B cool\O and\O understated\O .\O	Everything\O is\O always\O cooked\O to\O perfection\O ,\O the\O service\O is\O excellent\O ,\O the\O decor\O cool\B and\O understated\B .\O
1032695:2	I had the duck breast special on my last visit and it was incredible .	I\O had\O the\O duck\B breast\I special\I on\O my\O last\O visit\O and\O it\O was\O incredible\O .\O	I\O had\O the\O duck\O breast\O special\O on\O my\O last\O visit\O and\O it\O was\O incredible\B .\O
1041457:2	The food is very average ... the Thai fusion stuff is a bit too sweet , every thing they serve is too sweet here .	The\O food\B is\O very\O average\O ...\O the\O Thai\O fusion\O stuff\O is\O a\O bit\O too\O sweet\O ,\O every\O thing\O they\O serve\O is\O too\O sweet\O here\O .\O	The\O food\O is\O very\O average\B ...\O the\O Thai\O fusion\O stuff\O is\O a\O bit\O too\O sweet\O ,\O every\O thing\O they\O serve\O is\O too\O sweet\O here\O .\O
1041457:2	The food is very average ... the Thai fusion stuff is a bit too sweet , every thing they serve is too sweet here .	The\O food\O is\O very\O average\O ...\O the\O Thai\B fusion\I stuff\I is\O a\O bit\O too\O sweet\O ,\O every\O thing\O they\O serve\O is\O too\O sweet\O here\O .\O	The\O food\O is\O very\O average\O ...\O the\O Thai\O fusion\O stuff\O is\O a\O bit\O too\B sweet\I ,\O every\O thing\O they\O serve\O is\O too\O sweet\O here\O .\O
1041457:3	The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .	The\O only\O thing\O I\O moderately\O enjoyed\O was\O their\O Grilled\B Chicken\I special\I with\I Edamame\I Puree\I .\O	The\O only\O thing\O I\O moderately\O enjoyed\B was\O their\O Grilled\O Chicken\O special\O with\O Edamame\O Puree\O .\O
1041457:4	I had never had Edamame pureed before but I thought it was innovative and tasty ( could 've used a bit more salt ) .	I\O had\O never\O had\O Edamame\B pureed\I before\O but\O I\O thought\O it\O was\O innovative\O and\O tasty\O (\O could\O 've\O used\O a\O bit\O more\O salt\O )\O .\O	I\O had\O never\O had\O Edamame\O pureed\O before\O but\O I\O thought\O it\O was\O innovative\B and\O tasty\B (\O could\O 've\O used\O a\O bit\O more\O salt\O )\O .\O
1041457:6	The decor is night tho ... but they REALLY need to clean that vent in the ceiling ... its quite un-appetizing , and kills your effort to make this place look sleek and modern .	The\O decor\O is\O night\O tho\O ...\O but\O they\O REALLY\O need\O to\O clean\O that\O vent\O in\O the\O ceiling\O ...\O its\O quite\O un-appetizing\O ,\O and\O kills\O your\O effort\O to\O make\O this\O place\B look\O sleek\O and\O modern\O .\O	The\O decor\O is\O night\O tho\O ...\O but\O they\O REALLY\O need\O to\O clean\O that\O vent\O in\O the\O ceiling\O ...\O its\O quite\O un-appetizing\O ,\O and\O kills\O your\O effort\O to\O make\O this\O place\O look\O sleek\B and\O modern\B .\O
1041457:6	The decor is night tho ... but they REALLY need to clean that vent in the ceiling ... its quite un-appetizing , and kills your effort to make this place look sleek and modern .	The\O decor\B is\O night\O tho\O ...\O but\O they\O REALLY\O need\O to\O clean\O that\O vent\O in\O the\O ceiling\O ...\O its\O quite\O un-appetizing\O ,\O and\O kills\O your\O effort\O to\O make\O this\O place\O look\O sleek\O and\O modern\O .\O	The\O decor\O is\O night\B tho\O ...\O but\O they\O REALLY\O need\O to\O clean\O that\O vent\O in\O the\O ceiling\O ...\O its\O quite\O un-appetizing\O ,\O and\O kills\O your\O effort\O to\O make\O this\O place\O look\O sleek\O and\O modern\O .\O
1041457:6	The decor is night tho ... but they REALLY need to clean that vent in the ceiling ... its quite un-appetizing , and kills your effort to make this place look sleek and modern .	The\O decor\O is\O night\O tho\O ...\O but\O they\O REALLY\O need\O to\O clean\O that\O vent\B in\O the\O ceiling\O ...\O its\O quite\O un-appetizing\O ,\O and\O kills\O your\O effort\O to\O make\O this\O place\O look\O sleek\O and\O modern\O .\O	The\O decor\O is\O night\O tho\O ...\O but\O they\O REALLY\O need\O to\O clean\O that\O vent\O in\O the\O ceiling\O ...\O its\O quite\O un-appetizing\B ,\O and\O kills\O your\O effort\O to\O make\O this\O place\O look\O sleek\O and\O modern\O .\O
1053543:2	Their sake list was extensive , but we were looking for Purple Haze , which was n't listed but made for us upon request !	Their\O sake\B list\I was\O extensive\O ,\O but\O we\O were\O looking\O for\O Purple\O Haze\O ,\O which\O was\O n't\O listed\O but\O made\O for\O us\O upon\O request\O !\O	Their\O sake\O list\O was\O extensive\B ,\O but\O we\O were\O looking\O for\O Purple\O Haze\O ,\O which\O was\O n't\O listed\O but\O made\O for\O us\O upon\O request\O !\O
1053543:3	The spicy tuna roll was unusually good and the rock shrimp tempura was awesome , great appetizer to share !	The\O spicy\B tuna\I roll\I was\O unusually\O good\O and\O the\O rock\O shrimp\O tempura\O was\O awesome\O ,\O great\O appetizer\O to\O share\O !\O	The\O spicy\O tuna\O roll\O was\O unusually\O good\B and\O the\O rock\O shrimp\O tempura\O was\O awesome\O ,\O great\O appetizer\O to\O share\O !\O
1053543:3	The spicy tuna roll was unusually good and the rock shrimp tempura was awesome , great appetizer to share !	The\O spicy\O tuna\O roll\O was\O unusually\O good\O and\O the\O rock\B shrimp\I tempura\I was\O awesome\O ,\O great\O appetizer\O to\O share\O !\O	The\O spicy\O tuna\O roll\O was\O unusually\O good\O and\O the\O rock\O shrimp\O tempura\O was\O awesome\B ,\O great\O appetizer\O to\O share\O !\O
1053543:4	We went around 9:30 on a Friday and it had died down a bit by then so the service was great !	We\O went\O around\O 9:30\O on\O a\O Friday\O and\O it\O had\O died\O down\O a\O bit\O by\O then\O so\O the\O service\B was\O great\O !\O	We\O went\O around\O 9:30\O on\O a\O Friday\O and\O it\O had\O died\O down\O a\O bit\O by\O then\O so\O the\O service\O was\O great\B !\O
1055910:0	we love th pink pony .	we\O love\O th\O pink\B pony\I .\O	we\O love\B th\O pink\O pony\O .\O
1055910:1	THe perfect spot .	THe\O perfect\O spot\B .\O	THe\O perfect\B spot\O .\O
1055910:2	Food awesome .	Food\B awesome\O .\O	Food\O awesome\B .\O
1055910:3	Service friendly and attentive .	Service\B friendly\O and\O attentive\O .\O	Service\O friendly\B and\O attentive\B .\O
1055910:4	Ambiance relaxed and stylish .	Ambiance\B relaxed\O and\O stylish\O .\O	Ambiance\O relaxed\B and\O stylish\B .\O
1058221:2	the food is decent .	the\O food\B is\O decent\O .\O	the\O food\O is\O decent\B .\O
1058221:3	however , it 's the service that leaves a bad taste in my mouth .	however\O ,\O it\O 's\O the\O service\B that\O leaves\O a\O bad\O taste\O in\O my\O mouth\O .\O	however\O ,\O it\O 's\O the\O service\O that\O leaves\O a\O bad\B taste\I in\O my\O mouth\O .\O
1058221:4	i happen to have a policy that goes along with a little bit of self-respect , which includes not letting a waiter intimidate me , i.e . make me feel bad asking for trivialities like water , or the check .	i\O happen\O to\O have\O a\O policy\O that\O goes\O along\O with\O a\O little\O bit\O of\O self-respect\O ,\O which\O includes\O not\O letting\O a\O waiter\B intimidate\O me\O ,\O i.e\O .\O make\O me\O feel\O bad\O asking\O for\O trivialities\O like\O water\O ,\O or\O the\O check\O .\O	i\O happen\O to\O have\O a\O policy\O that\O goes\O along\O with\O a\O little\O bit\O of\O self-respect\O ,\O which\O includes\O not\O letting\O a\O waiter\O intimidate\O me\O ,\O i.e\O .\O make\O me\O feel\O bad\B asking\O for\O trivialities\O like\O water\O ,\O or\O the\O check\O .\O
1062641:0	This place has got to be the best japanese restaurant in the new york area .	This\O place\B has\O got\O to\O be\O the\O best\O japanese\O restaurant\O in\O the\O new\O york\O area\O .\O	This\O place\O has\O got\O to\O be\O the\O best\B japanese\O restaurant\O in\O the\O new\O york\O area\O .\O
1062641:2	Food is great .	Food\B is\O great\O .\O	Food\O is\O great\B .\O
1062641:3	Service is top notch .	Service\B is\O top\O notch\O .\O	Service\O is\O top\B notch\I .\O
1064477:0	I tend to judge a sushi restaurant by its sea urchin , which was heavenly at sushi rose .	I\O tend\O to\O judge\O a\O sushi\O restaurant\O by\O its\O sea\B urchin\I ,\O which\O was\O heavenly\O at\O sushi\O rose\O .\O	I\O tend\O to\O judge\O a\O sushi\O restaurant\O by\O its\O sea\O urchin\O ,\O which\O was\O heavenly\B at\O sushi\O rose\O .\O
1064477:2	The sushi seemed pretty fresh and was adequately proportioned .	The\O sushi\B seemed\O pretty\O fresh\O and\O was\O adequately\O proportioned\O .\O	The\O sushi\O seemed\O pretty\O fresh\B and\O was\O adequately\O proportioned\B .\O
1064477:3	The rice to fish ration was also good -- they did n't try to overpack the rice .	The\O rice\B to\I fish\I ration\I was\O also\O good\O --\O they\O did\O n't\O try\O to\O overpack\O the\O rice\O .\O	The\O rice\O to\O fish\O ration\O was\O also\O good\B --\O they\O did\O n't\O try\O to\O overpack\O the\O rice\O .\O
1064477:4	We took advanatage of the half price sushi deal on saturday so it was well worth it .	We\O took\O advanatage\O of\O the\O half\B price\I sushi\I deal\I on\O saturday\O so\O it\O was\O well\O worth\O it\O .\O	We\O took\O advanatage\O of\O the\O half\O price\O sushi\O deal\O on\O saturday\O so\O it\O was\O well\O worth\B it\O .\O
1074868:3	In the evening , this place attracted a well dressed , with it , NY crowd .	In\O the\O evening\O ,\O this\O place\O attracted\O a\O well\O dressed\O ,\O with\O it\O ,\O NY\O crowd\B .\O	In\O the\O evening\O ,\O this\O place\O attracted\B a\O well\O dressed\O ,\O with\O it\O ,\O NY\O crowd\O .\O
1074868:4	The food was well prepared and the service impecable .	The\O food\B was\O well\O prepared\O and\O the\O service\O impecable\O .\O	The\O food\O was\O well\B prepared\I and\O the\O service\O impecable\O .\O
1074868:4	The food was well prepared and the service impecable .	The\O food\O was\O well\O prepared\O and\O the\O service\B impecable\O .\O	The\O food\O was\O well\O prepared\O and\O the\O service\O impecable\B .\O
1084394:3	The Prix Fixe menu is worth every penny and you get more than enough ( both in quantity AND quality ) .	The\O Prix\B Fixe\I menu\I is\O worth\O every\O penny\O and\O you\O get\O more\O than\O enough\O (\O both\O in\O quantity\O AND\O quality\O )\O .\O	The\O Prix\O Fixe\O menu\O is\O worth\B every\O penny\O and\O you\O get\O more\O than\O enough\O (\O both\O in\O quantity\O AND\O quality\O )\O .\O
1086415:2	$ 6 and there is much tasty food , all of it fresh and continually refilled .	$\O 6\O and\O there\O is\O much\O tasty\O food\B ,\O all\O of\O it\O fresh\O and\O continually\O refilled\O .\O	$\O 6\O and\O there\O is\O much\O tasty\B food\O ,\O all\O of\O it\O fresh\B and\O continually\O refilled\B .\O
1086415:3	I am not a vegetarian but , almost all the dishes were great .	I\O am\O not\O a\O vegetarian\O but\O ,\O almost\O all\O the\O dishes\B were\O great\O .\O	I\O am\O not\O a\O vegetarian\O but\O ,\O almost\O all\O the\O dishes\O were\O great\B .\O
1086478:0	The food here is rather good , but only if you like to wait for it .	The\O food\B here\O is\O rather\O good\O ,\O but\O only\O if\O you\O like\O to\O wait\O for\O it\O .\O	The\O food\O here\O is\O rather\O good\B ,\O but\O only\O if\O you\O like\O to\O wait\O for\O it\O .\O
1086478:1	I like the somosas , chai , and the chole , but the dhosas and dhal were kinda disappointing .	I\O like\O the\O somosas\B ,\O chai\O ,\O and\O the\O chole\O ,\O but\O the\O dhosas\O and\O dhal\O were\O kinda\O disappointing\O .\O	I\O like\B the\O somosas\O ,\O chai\O ,\O and\O the\O chole\O ,\O but\O the\O dhosas\O and\O dhal\O were\O kinda\O disappointing\O .\O
1086478:1	I like the somosas , chai , and the chole , but the dhosas and dhal were kinda disappointing .	I\O like\O the\O somosas\O ,\O chai\B ,\O and\O the\O chole\O ,\O but\O the\O dhosas\O and\O dhal\O were\O kinda\O disappointing\O .\O	I\O like\B the\O somosas\O ,\O chai\O ,\O and\O the\O chole\O ,\O but\O the\O dhosas\O and\O dhal\O were\O kinda\O disappointing\O .\O
1086478:1	I like the somosas , chai , and the chole , but the dhosas and dhal were kinda disappointing .	I\O like\O the\O somosas\O ,\O chai\O ,\O and\O the\O chole\B ,\O but\O the\O dhosas\O and\O dhal\O were\O kinda\O disappointing\O .\O	I\O like\B the\O somosas\O ,\O chai\O ,\O and\O the\O chole\O ,\O but\O the\O dhosas\O and\O dhal\O were\O kinda\O disappointing\O .\O
1086478:1	I like the somosas , chai , and the chole , but the dhosas and dhal were kinda disappointing .	I\O like\O the\O somosas\O ,\O chai\O ,\O and\O the\O chole\O ,\O but\O the\O dhosas\B and\O dhal\O were\O kinda\O disappointing\O .\O	I\O like\O the\O somosas\O ,\O chai\O ,\O and\O the\O chole\O ,\O but\O the\O dhosas\O and\O dhal\O were\O kinda\O disappointing\B .\O
1086478:1	I like the somosas , chai , and the chole , but the dhosas and dhal were kinda disappointing .	I\O like\O the\O somosas\O ,\O chai\O ,\O and\O the\O chole\O ,\O but\O the\O dhosas\O and\O dhal\B were\O kinda\O disappointing\O .\O	I\O like\O the\O somosas\O ,\O chai\O ,\O and\O the\O chole\O ,\O but\O the\O dhosas\O and\O dhal\O were\O kinda\O disappointing\B .\O
1086478:2	The service varys from day to day- sometimes they 're very nice , and sometimes not .	The\O service\B varys\O from\O day\O to\O day-\O sometimes\O they\O 're\O very\O nice\O ,\O and\O sometimes\O not\O .\O	The\O service\O varys\B from\O day\O to\O day-\O sometimes\O they\O 're\O very\O nice\O ,\O and\O sometimes\O not\O .\O
1086478:3	The kitchen however , is almost always slow .	The\O kitchen\B however\O ,\O is\O almost\O always\O slow\O .\O	The\O kitchen\O however\O ,\O is\O almost\O always\O slow\B .\O
1086478:4	Also , specify if you like your food spicy- its rather bland if you do n't .	Also\O ,\O specify\O if\O you\O like\O your\O food\B spicy-\O its\O rather\O bland\O if\O you\O do\O n't\O .\O	Also\O ,\O specify\O if\O you\O like\O your\O food\O spicy-\O its\O rather\O bland\B if\O you\O do\O n't\O .\O
1086478:5	The ambience is pretty and nice for conversation , so a casual lunch here would probably be best .	The\O ambience\B is\O pretty\O and\O nice\O for\O conversation\O ,\O so\O a\O casual\O lunch\O here\O would\O probably\O be\O best\O .\O	The\O ambience\O is\O pretty\B and\O nice\B for\O conversation\O ,\O so\O a\O casual\O lunch\O here\O would\O probably\O be\O best\O .\O
1090587:2	Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .	Add\O to\O that\O great\O service\B and\O great\O food\O at\O a\O reasonable\O price\O and\O you\O have\O yourself\O the\O beginning\O of\O a\O great\O evening\O .\O	Add\O to\O that\O great\B service\O and\O great\O food\O at\O a\O reasonable\O price\O and\O you\O have\O yourself\O the\O beginning\O of\O a\O great\O evening\O .\O
1090587:2	Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .	Add\O to\O that\O great\O service\O and\O great\O food\B at\O a\O reasonable\O price\O and\O you\O have\O yourself\O the\O beginning\O of\O a\O great\O evening\O .\O	Add\O to\O that\O great\O service\O and\O great\B food\O at\O a\O reasonable\O price\O and\O you\O have\O yourself\O the\O beginning\O of\O a\O great\O evening\O .\O
1090587:3	The lava cake dessert was incredible and I recommend it .	The\O lava\B cake\I dessert\I was\O incredible\O and\O I\O recommend\O it\O .\O	The\O lava\O cake\O dessert\O was\O incredible\B and\O I\O recommend\B it\O .\O
1102681:0	Once you step into Cosette , you 're miraculously in a small , off-the-beaten path Parisian bistro .	Once\O you\O step\O into\O Cosette\B ,\O you\O 're\O miraculously\O in\O a\O small\O ,\O off-the-beaten\O path\O Parisian\O bistro\O .\O	Once\O you\O step\O into\O Cosette\O ,\O you\O 're\O miraculously\O in\O a\O small\O ,\O off-the-beaten\B path\O Parisian\O bistro\O .\O
1102681:1	This tiny restaurant is as cozy as it gets , with that certain Parisian flair .	This\O tiny\O restaurant\B is\O as\O cozy\O as\O it\O gets\O ,\O with\O that\O certain\O Parisian\O flair\O .\O	This\O tiny\B restaurant\O is\O as\O cozy\B as\O it\O gets\O ,\O with\O that\O certain\O Parisian\O flair\O .\O
1102681:2	The food was average to above-average ; the French Onion soup filling yet not overly impressive , and the desserts not brilliant in any way .	The\O food\B was\O average\O to\O above-average\O ;\O the\O French\O Onion\O soup\O filling\O yet\O not\O overly\O impressive\O ,\O and\O the\O desserts\O not\O brilliant\O in\O any\O way\O .\O	The\O food\O was\O average\B to\I above-average\I ;\O the\O French\O Onion\O soup\O filling\O yet\O not\O overly\O impressive\O ,\O and\O the\O desserts\O not\O brilliant\O in\O any\O way\O .\O
1102681:2	The food was average to above-average ; the French Onion soup filling yet not overly impressive , and the desserts not brilliant in any way .	The\O food\O was\O average\O to\O above-average\O ;\O the\O French\B Onion\I soup\I filling\O yet\O not\O overly\O impressive\O ,\O and\O the\O desserts\O not\O brilliant\O in\O any\O way\O .\O	The\O food\O was\O average\O to\O above-average\O ;\O the\O French\O Onion\O soup\O filling\O yet\O not\B overly\I impressive\I ,\O and\O the\O desserts\O not\O brilliant\O in\O any\O way\O .\O
1102681:2	The food was average to above-average ; the French Onion soup filling yet not overly impressive , and the desserts not brilliant in any way .	The\O food\O was\O average\O to\O above-average\O ;\O the\O French\O Onion\O soup\O filling\O yet\O not\O overly\O impressive\O ,\O and\O the\O desserts\B not\O brilliant\O in\O any\O way\O .\O	The\O food\O was\O average\O to\O above-average\O ;\O the\O French\O Onion\O soup\O filling\O yet\O not\O overly\O impressive\O ,\O and\O the\O desserts\O not\B brilliant\I in\O any\O way\O .\O
1118167:2	The pizza was delivered cold and the cheese was n't even fully melted !	The\O pizza\B was\O delivered\O cold\O and\O the\O cheese\O was\O n't\O even\O fully\O melted\O !\O	The\O pizza\O was\O delivered\O cold\B and\O the\O cheese\O was\O n't\O even\O fully\O melted\O !\O
1118167:2	The pizza was delivered cold and the cheese was n't even fully melted !	The\O pizza\O was\O delivered\O cold\O and\O the\O cheese\B was\O n't\O even\O fully\O melted\O !\O	The\O pizza\O was\O delivered\O cold\O and\O the\O cheese\O was\B n't\I even\I fully\I melted\I !\O
1119578:1	The pizza is overpriced and soggy .	The\O pizza\B is\O overpriced\O and\O soggy\O .\O	The\O pizza\O is\O overpriced\B and\O soggy\B .\O
1119578:2	Yes , they use fancy ingredients , but even fancy ingredients do n't make for good pizza unless someone knows how to get the crust right .	Yes\O ,\O they\O use\O fancy\O ingredients\B ,\O but\O even\O fancy\O ingredients\O do\O n't\O make\O for\O good\O pizza\O unless\O someone\O knows\O how\O to\O get\O the\O crust\O right\O .\O	Yes\O ,\O they\O use\O fancy\B ingredients\O ,\O but\O even\O fancy\O ingredients\O do\O n't\O make\O for\O good\O pizza\O unless\O someone\O knows\O how\O to\O get\O the\O crust\O right\O .\O
1119578:2	Yes , they use fancy ingredients , but even fancy ingredients do n't make for good pizza unless someone knows how to get the crust right .	Yes\O ,\O they\O use\O fancy\O ingredients\O ,\O but\O even\O fancy\O ingredients\O do\O n't\O make\O for\O good\O pizza\B unless\O someone\O knows\O how\O to\O get\O the\O crust\O right\O .\O	Yes\O ,\O they\O use\O fancy\O ingredients\O ,\O but\O even\O fancy\O ingredients\O do\O n't\O make\O for\O good\B pizza\O unless\O someone\O knows\O how\O to\O get\O the\O crust\O right\O .\O
1123262:0	I think I 've had some the best meals of my life at minnow .	I\O think\O I\O 've\O had\O some\O the\O best\O meals\B of\O my\O life\O at\O minnow\O .\O	I\O think\O I\O 've\O had\O some\O the\O best\B meals\O of\O my\O life\O at\O minnow\O .\O
1123262:1	The seafood is amazing , there 's a good wine list , and the ever-changing menu always offers some great surprises .	The\O seafood\B is\O amazing\O ,\O there\O 's\O a\O good\O wine\O list\O ,\O and\O the\O ever-changing\O menu\O always\O offers\O some\O great\O surprises\O .\O	The\O seafood\O is\O amazing\B ,\O there\O 's\O a\O good\O wine\O list\O ,\O and\O the\O ever-changing\O menu\O always\O offers\O some\O great\O surprises\O .\O
1123262:1	The seafood is amazing , there 's a good wine list , and the ever-changing menu always offers some great surprises .	The\O seafood\O is\O amazing\O ,\O there\O 's\O a\O good\O wine\B list\I ,\O and\O the\O ever-changing\O menu\O always\O offers\O some\O great\O surprises\O .\O	The\O seafood\O is\O amazing\O ,\O there\O 's\O a\O good\B wine\O list\O ,\O and\O the\O ever-changing\O menu\O always\O offers\O some\O great\O surprises\O .\O
1123262:1	The seafood is amazing , there 's a good wine list , and the ever-changing menu always offers some great surprises .	The\O seafood\O is\O amazing\O ,\O there\O 's\O a\O good\O wine\O list\O ,\O and\O the\O ever-changing\O menu\B always\O offers\O some\O great\O surprises\O .\O	The\O seafood\O is\O amazing\O ,\O there\O 's\O a\O good\O wine\O list\O ,\O and\O the\O ever-changing\B menu\O always\O offers\O some\O great\B surprises\I .\O
1123262:2	The combination of super-fresh ingredients in the dishes are unusual but really delicious .	The\O combination\O of\O super-fresh\O ingredients\B in\O the\O dishes\O are\O unusual\O but\O really\O delicious\O .\O	The\O combination\O of\O super-fresh\B ingredients\O in\O the\O dishes\O are\O unusual\O but\O really\O delicious\B .\O
1125006:1	Best Pastrami I ever had and great portion without being ridiculous .	Best\O Pastrami\B I\O ever\O had\O and\O great\O portion\O without\O being\O ridiculous\O .\O	Best\B Pastrami\O I\O ever\O had\O and\O great\O portion\O without\O being\O ridiculous\O .\O
1125006:1	Best Pastrami I ever had and great portion without being ridiculous .	Best\O Pastrami\O I\O ever\O had\O and\O great\O portion\B without\O being\O ridiculous\O .\O	Best\O Pastrami\O I\O ever\O had\O and\O great\B portion\O without\O being\O ridiculous\O .\O
1125006:3	My wife had the fried shrimp which are huge and loved it .	My\O wife\O had\O the\O fried\B shrimp\I which\O are\O huge\O and\O loved\O it\O .\O	My\O wife\O had\O the\O fried\O shrimp\O which\O are\O huge\B and\O loved\B it\O .\O
1125284:0	As a Japanese native , I 've lived in the Tristate area for over 8 years , but I was just so amazed at this place .	As\O a\O Japanese\O native\O ,\O I\O 've\O lived\O in\O the\O Tristate\O area\O for\O over\O 8\O years\O ,\O but\O I\O was\O just\O so\O amazed\O at\O this\O place\B .\O	As\O a\O Japanese\O native\O ,\O I\O 've\O lived\O in\O the\O Tristate\O area\O for\O over\O 8\O years\O ,\O but\O I\O was\O just\O so\O amazed\B at\O this\O place\O .\O
1125284:1	This place is the most Japanese it can ever get .	This\O place\B is\O the\O most\O Japanese\O it\O can\O ever\O get\O .\O	This\O place\O is\O the\O most\O Japanese\B it\O can\O ever\O get\O .\O
